contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	CDS
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51363bp__000083||full	74s	seasonal	27	74	51213	No	NA	78	22	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	ND	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51363bp__000083||full_CDS_0081
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51363bp__000083||full	74s	seasonal	27	74	51213	No	NA	78	22	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	ND	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51363bp__000083||full_CDS_0042
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__52041bp__000078||full	101s	seasonal	44	101	51275	No	NA	68	21	1	Medium-quality	Genome-fragment	89.89	AAI-based (high-confidence)	0	1	525	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__52041bp__000078||full_CDS_0012
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__52041bp__000078||full	101s	seasonal	44	101	51275	No	NA	68	21	1	Medium-quality	Genome-fragment	89.89	AAI-based (high-confidence)	0	1	525	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__52041bp__000078||full_CDS_0009
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full	16s	seasonal	92	16	63604	No	NA	93	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full_CDS_0068
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full	16s	seasonal	92	16	63604	No	NA	93	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full_CDS_0049
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full	16s	seasonal	92	16	63604	No	NA	93	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full_CDS_0056
2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full	16s	seasonal	92	16	63604	No	NA	93	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__63605bp__000032||full_CDS_0024
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__163085bp__000003||full	60s	seasonal	60	60	163084	No	NA	170	26	21	Medium-quality	Genome-fragment	85.02	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__163085bp__000003||full_CDS_0127
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19081bp__001111||full	23s	seasonal	59	23	18972	No	NA	32	12	0	Medium-quality	Genome-fragment	58.48	AAI-based (high-confidence)	0	1	591	NA	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19081bp__001111||full_CDS_0013
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__23601bp__000696||full	6ns	non.seasonal	6	6	23599	No	NA	52	10	0	Medium-quality	Genome-fragment	50.28	AAI-based (high-confidence)	0	1	650	645	NA	NA	NA	NA	Acidovorax	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__23601bp__000696||full_CDS_0004
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__27670bp__000489||full	60s	seasonal	60	60	27669	No	NA	27	8	1	Medium-quality	Genome-fragment	51.17	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__27670bp__000489||full_CDS_0006
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30202bp__000407||full	106s	seasonal	107	106	29825	No	NA	34	11	0	Medium-quality	Genome-fragment	71.09	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30202bp__000407||full_CDS_0007
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full	23s	seasonal	24	23	30977	No	NA	37	10	0	Medium-quality	Genome-fragment	51.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full_CDS_0021
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full	23s	seasonal	24	23	30977	No	NA	37	10	0	Medium-quality	Genome-fragment	51.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full_CDS_0020
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full	23s	seasonal	24	23	30977	No	NA	37	10	0	Medium-quality	Genome-fragment	51.14	AAI-based (high-confidence)	0	1	648	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30981bp__000387||full_CDS_0022
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32245bp__000352||full	21s	seasonal	22	21	32244	No	NA	47	15	0	High-quality	High-quality	98.38	AAI-based (medium-confidence)	0	1	1217	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32245bp__000352||full_CDS_0026
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32731bp__000337||full	50s	seasonal	52	50	32590	No	NA	33	13	0	Medium-quality	Genome-fragment	56.96	AAI-based (high-confidence)	0	1	657	655	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__32731bp__000337||full_CDS_0012
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__38457bp__000216||full	106s	seasonal	107	106	38226	No	NA	50	15	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	1468	NA	NA	NA	NA	NA	Pseudomonas	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__38457bp__000216||full_CDS_0029
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__39388bp__000201||full	23s	seasonal	59	23	39329	No	NA	51	10	0	Medium-quality	Genome-fragment	64.85	AAI-based (high-confidence)	0	1	45	408	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__39388bp__000201||full_CDS_0051
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full	63s	seasonal	54	63	48446	No	NA	78	24	1	High-quality	High-quality	91.5	AAI-based (high-confidence)	0	1.01	1575	2237	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full_CDS_0059
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full	63s	seasonal	54	63	48446	No	NA	78	24	1	High-quality	High-quality	91.5	AAI-based (high-confidence)	0	1.01	1575	2237	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full_CDS_0057
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full	63s	seasonal	54	63	48446	No	NA	78	24	1	High-quality	High-quality	91.5	AAI-based (high-confidence)	0	1.01	1575	2237	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__48449bp__000106||full_CDS_0058
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__50705bp__000096||full	75s	seasonal	58	75	50704	No	NA	70	24	0	High-quality	High-quality	93.44	AAI-based (high-confidence)	0	1	935	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__50705bp__000096||full_CDS_0024
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__53556bp__000077||full	55s	seasonal	55	55	53553	No	NA	58	23	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	1720	1575	NA	NA	NA	NA	ND	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__53556bp__000077||full_CDS_0005
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58922bp__000053||full	95s	seasonal	24	95	58918	No	NA	81	28	0	High-quality	High-quality	93.52	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58922bp__000053||full_CDS_0033
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58922bp__000053||full	95s	seasonal	24	95	58918	No	NA	81	28	0	High-quality	High-quality	93.52	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Methylocaldum	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__58922bp__000053||full_CDS_0031
2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__64913bp__000036||full	57s	seasonal	97	57	64910	No	NA	97	34	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	653	NA	NA	NA	NA	NA	Vibrio	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__64913bp__000036||full_CDS_0101
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__141445bp__000004||full	40s	seasonal	16	40	141318	Yes	139770	198	71	13	Medium-quality	Genome-fragment	82.19	AAI-based (medium-confidence)	1.1	1	232	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__141445bp__000004||full_CDS_0060
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__141445bp__000004||full	40s	seasonal	16	40	141318	Yes	139770	198	71	13	Medium-quality	Genome-fragment	82.19	AAI-based (medium-confidence)	1.1	1	232	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__141445bp__000004||full_CDS_0022
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__20138bp__000871||full	25s	seasonal	8	25	20134	No	NA	21	7	0	Medium-quality	Genome-fragment	57.86	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Nostoc	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__20138bp__000871||full_CDS_0010
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__21182bp__000771||full	94s	seasonal	105	94	21182	No	NA	25	7	0	Medium-quality	Genome-fragment	66.11	AAI-based (high-confidence)	0	1	797	NA	NA	NA	NA	NA	Bacteroides	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__21182bp__000771||full_CDS_0014
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full	64s	seasonal	62	64	33457	No	NA	42	17	0	Medium-quality	Genome-fragment	56.59	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full_CDS_0030
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full	64s	seasonal	62	64	33457	No	NA	42	17	0	Medium-quality	Genome-fragment	56.59	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full_CDS_0025
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full	64s	seasonal	62	64	33457	No	NA	42	17	0	Medium-quality	Genome-fragment	56.59	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33541bp__000274||full_CDS_0027
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36641bp__000221||full	92s	seasonal	93	92	36360	No	NA	47	18	0	Medium-quality	Genome-fragment	57.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	ND	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36641bp__000221||full_CDS_0039
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36641bp__000221||full	92s	seasonal	93	92	36360	No	NA	47	18	0	Medium-quality	Genome-fragment	57.93	AAI-based (high-confidence)	0	1	217	NA	NA	NA	NA	NA	ND	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__36641bp__000221||full_CDS_0037
2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__96271bp__000010||full	105s	seasonal	62	105	96269	No	NA	124	11	5	Medium-quality	Genome-fragment	52.24	AAI-based (medium-confidence)	0	1	488	NA	NA	NA	NA	NA	ND	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__96271bp__000010||full_CDS_0097
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__29457bp__000301||full	87s	seasonal	82	87	29456	No	NA	48	18	0	Medium-quality	Genome-fragment	52.65	AAI-based (high-confidence)	0	1	1007	NA	NA	NA	NA	NA	Caulobacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__29457bp__000301||full_CDS_0031
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__29457bp__000301||full	87s	seasonal	82	87	29456	No	NA	48	18	0	Medium-quality	Genome-fragment	52.65	AAI-based (high-confidence)	0	1	1007	NA	NA	NA	NA	NA	Caulobacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__29457bp__000301||full_CDS_0032
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full	89s	seasonal	90	89	35785	No	NA	48	19	0	Medium-quality	Genome-fragment	57.5	AAI-based (high-confidence)	0	1	33	217	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full_CDS_0034
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full	89s	seasonal	90	89	35785	No	NA	48	19	0	Medium-quality	Genome-fragment	57.5	AAI-based (high-confidence)	0	1	33	217	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__35787bp__000175||full_CDS_0033
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__40654bp__000130||full	47s	seasonal	8	47	40651	No	NA	56	21	0	Medium-quality	Genome-fragment	66.2	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__40654bp__000130||full_CDS_0045
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__40654bp__000130||full	47s	seasonal	8	47	40651	No	NA	56	21	0	Medium-quality	Genome-fragment	66.2	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__40654bp__000130||full_CDS_0047
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full	93s	seasonal	94	93	44836	No	NA	60	18	0	Medium-quality	Genome-fragment	75.42	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full_CDS_0054
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full	93s	seasonal	94	93	44836	No	NA	60	18	0	Medium-quality	Genome-fragment	75.42	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full_CDS_0048
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full	93s	seasonal	94	93	44836	No	NA	60	18	0	Medium-quality	Genome-fragment	75.42	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44987bp__000099||full_CDS_0052
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54008bp__000058||full	39s	seasonal	82	39	53881	No	NA	67	16	0	High-quality	High-quality	92.94	AAI-based (medium-confidence)	0	1	1914	NA	NA	NA	NA	NA	Cutibacterium	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54008bp__000058||full_CDS_0052
2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54008bp__000058||full	39s	seasonal	82	39	53881	No	NA	67	16	0	High-quality	High-quality	92.94	AAI-based (medium-confidence)	0	1	1914	NA	NA	NA	NA	NA	Cutibacterium	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__54008bp__000058||full_CDS_0053
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__21733bp__000587||full	94s	seasonal	98	94	21731	No	NA	27	7	0	Medium-quality	Genome-fragment	67.8	AAI-based (high-confidence)	0	1	NA	NA	NA	NA	NA	NA	Fusobacterium	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__21733bp__000587||full_CDS_0024
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32595bp__000216||full	72s	seasonal	74	72	32576	No	NA	30	12	0	Medium-quality	Genome-fragment	56.41	AAI-based (high-confidence)	0	1.02	657	655	NA	NA	NA	NA	Methanococcus	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32595bp__000216||full_CDS_0018
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45788bp__000085||full	50s	seasonal	52	50	45562	No	NA	71	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.02	462	NA	NA	NA	NA	NA	Escherichia	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45788bp__000085||full_CDS_0018
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45788bp__000085||full	50s	seasonal	52	50	45562	No	NA	71	30	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.02	462	NA	NA	NA	NA	NA	Escherichia	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45788bp__000085||full_CDS_0019
2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__48079bp__000073||full	102s	seasonal	46	102	48076	No	NA	70	24	0	Medium-quality	Genome-fragment	86.94	AAI-based (high-confidence)	0	1	673	NA	NA	NA	NA	NA	ND	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__48079bp__000073||full_CDS_0069
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__27728bp__000348||full	96s	seasonal	101	96	27726	No	NA	54	12	2	Medium-quality	Genome-fragment	61.36	AAI-based (high-confidence)	0	1	2534	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__27728bp__000348||full_CDS_0023
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full	84s	seasonal	97	84	35862	No	NA	44	16	1	Medium-quality	Genome-fragment	57.35	AAI-based (high-confidence)	0	1	984	857	855	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full_CDS_0017
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full	84s	seasonal	97	84	35862	No	NA	44	16	1	Medium-quality	Genome-fragment	57.35	AAI-based (high-confidence)	0	1	984	857	855	NA	NA	NA	Vibrio	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__35960bp__000185||full_CDS_0019
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__41134bp__000127||full	57s	seasonal	104	57	41130	No	NA	59	19	1	Medium-quality	Genome-fragment	73.99	AAI-based (high-confidence)	0	1	398	401	626	NA	NA	NA	Pseudomonas	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__41134bp__000127||full_CDS_0058
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full	97s	seasonal	92	97	48984	No	NA	68	23	0	Medium-quality	Genome-fragment	84.43	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full_CDS_0046
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full	97s	seasonal	92	97	48984	No	NA	68	23	0	Medium-quality	Genome-fragment	84.43	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__48987bp__000075||full_CDS_0011
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__92398bp__000012||full	39ns	non.seasonal	42	39	92396	No	NA	120	57	2	Medium-quality	Genome-fragment	54.02	AAI-based (medium-confidence)	0	1	232	NA	NA	NA	NA	NA	Fusobacterium	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__92398bp__000012||full_CDS_0068
2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__92398bp__000012||full	39ns	non.seasonal	42	39	92396	No	NA	120	57	2	Medium-quality	Genome-fragment	54.02	AAI-based (medium-confidence)	0	1	232	NA	NA	NA	NA	NA	Fusobacterium	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__92398bp__000012||full_CDS_0092
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__107747bp__000009||full	85s	seasonal	61	85	107632	No	NA	142	88	3	Medium-quality	Genome-fragment	56.25	AAI-based (high-confidence)	0	1	772	NA	NA	NA	NA	NA	ND	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__107747bp__000009||full_CDS_0087
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__20063bp__000742||full	79s	seasonal	26	79	19971	No	NA	39	10	0	Medium-quality	Genome-fragment	61.64	AAI-based (high-confidence)	0	1	591	NA	NA	NA	NA	NA	ND	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__20063bp__000742||full_CDS_0018
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31085bp__000294||full	97s	seasonal	92	97	30972	No	NA	28	8	0	Medium-quality	Genome-fragment	51.07	AAI-based (high-confidence)	0	1	45	408	NA	NA	NA	NA	ND	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__31085bp__000294||full_CDS_0005
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full	61s	seasonal	61	61	319028	No	NA	409	85	24	High-quality	High-quality	90.61	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full_CDS_0004
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full	61s	seasonal	61	61	319028	No	NA	409	85	24	High-quality	High-quality	90.61	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full_CDS_0095
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full	61s	seasonal	61	61	319028	No	NA	409	85	24	High-quality	High-quality	90.61	AAI-based (medium-confidence)	0	1	NA	NA	NA	NA	NA	NA	Candidatus Ruthia	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__319029bp__000001||full_CDS_0051
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41531bp__000144||full	38s	seasonal	12	38	41392	No	NA	58	25	0	Medium-quality	Genome-fragment	66.75	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Acidovorax	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__41531bp__000144||full_CDS_0019
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__47737bp__000093||full	92s	seasonal	93	92	47699	No	NA	80	24	0	Medium-quality	Genome-fragment	78.48	AAI-based (high-confidence)	0	1	648	653	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__47737bp__000093||full_CDS_0054
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__51922bp__000071||full	92s	seasonal	93	92	51795	No	NA	72	26	0	High-quality	High-quality	99.01	AAI-based (high-confidence)	0	1	449	NA	NA	NA	NA	NA	Pseudomonas	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__51922bp__000071||full_CDS_0018
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full	8s	seasonal	95	8	54133	No	NA	84	26	1	Medium-quality	Genome-fragment	87.33	AAI-based (high-confidence)	0	1	29	NA	NA	NA	NA	NA	Acidovorax	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full_CDS_0045
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full	8s	seasonal	95	8	54133	No	NA	84	26	1	Medium-quality	Genome-fragment	87.33	AAI-based (high-confidence)	0	1	29	NA	NA	NA	NA	NA	Acidovorax	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__54136bp__000059||full_CDS_0044
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full	85s	seasonal	66	85	58150	No	NA	88	30	0	High-quality	High-quality	93.46	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full_CDS_0012
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full	85s	seasonal	66	85	58150	No	NA	88	30	0	High-quality	High-quality	93.46	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full_CDS_0016
2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full	85s	seasonal	66	85	58150	No	NA	88	30	0	High-quality	High-quality	93.46	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__58152bp__000044||full_CDS_0013
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__162777bp__000001||full	29ns	non.seasonal	39	29	162713	Yes	161082	192	77	6	Medium-quality	Genome-fragment	72.54	AAI-based (high-confidence)	1	1	1900	NA	NA	NA	NA	NA	ND	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__162777bp__000001||full_CDS_0091
2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__32727bp__000140||full	97s	seasonal	92	97	32648	No	NA	60	22	0	Medium-quality	Genome-fragment	54.9	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__32727bp__000140||full_CDS_0041
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__150717bp__000003||full	97s	seasonal	96	97	150717	No	NA	150	65	10	Medium-quality	Genome-fragment	84.68	AAI-based (medium-confidence)	0	1	62	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__150717bp__000003||full_CDS_0130
