final_kluster	contig	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	RaFah_host_prediction	peaking	Closer_VC2	Accession_VC2	Status_VC2	VC_VC2	Level_VC2	Weight_VC2	Host_VC2	host_for_tree	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
71s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__23665bp__000634||full	seasonal	68	71	23470	No	NA	28	6	0	Medium-quality	Genome-fragment	63.88	AAI-based (medium-confidence)	0	1	ND	spring		OQ984151	Clustered	VC_42_0	C4	15		other						n.a.	n.a.		n.a.
71s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__30277bp__000365||full	seasonal	12	71	30274	No	NA	31	12	1	Medium-quality	Genome-fragment	58.78	AAI-based (high-confidence)	0	1	ND	spring	Pelagibacter phage HTVC115P	MN698247	Outlier	n.a.	N36	10	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
71s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__33253bp__000285||full	seasonal	12	71	33250	No	NA	26	7	2	Medium-quality	Genome-fragment	54.36	AAI-based (medium-confidence)	0	1	Flavobacterium	spring	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__62886bp__000050||full	seasonal	68	71	62883	No	NA	62	12	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_349_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__19081bp__001100||full	seasonal	45	71	19079	No	NA	17	12	0	Medium-quality	Genome-fragment	56.07	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C41	10	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
71s	2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__19937bp__000972||full	seasonal	45	71	19935	No	NA	22	7	0	Medium-quality	Genome-fragment	54.22	AAI-based (medium-confidence)	0	1	Candidatus Pelagibacter	spring	Pelagibacter phage Lederberg EXVC029P	MT647605	Clustered/Singleton	VC_315_0	N28	2	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
71s	2019-Dec-viral-fraction__viral-spades-short__as-yet-unknown__21347bp__000841||full	seasonal	68	71	21255	No	NA	34	16	0	Medium-quality	Genome-fragment	60.76	AAI-based (high-confidence)	0	1	Prevotella	spring	Pseudoalteromonas virus vB_PspP-H6/1	KX257490	Clustered	VC_171_0	N15	5	Pseudoalteromonas	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
71s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__28015bp__000266||full	seasonal	12	71	27978	No	NA	45	9	1	Medium-quality	Genome-fragment	87.2	AAI-based (medium-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_68_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__33977bp__000296||full	seasonal	68	71	33500	No	NA	49	17	1	Medium-quality	Genome-fragment	87.84	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__15426bp__001260||full	seasonal	68	71	15425	No	NA	14	6	0	Medium-quality	Genome-fragment	67.06	AAI-based (high-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__18410bp__000884||full	seasonal	45	71	18406	No	NA	16	10	0	Medium-quality	Genome-fragment	53.33	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C41	10	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__19400bp__000796||full	seasonal	68	71	19395	No	NA	35	2	0	Medium-quality	Genome-fragment	53.5	AAI-based (high-confidence)	0	1	Pseudomonas	spring		OQ984151	Clustered	VC_42_0	C4	29		other						n.a.	n.a.		n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__21690bp__000630||full	seasonal	68	71	21415	No	NA	27	6	0	Medium-quality	Genome-fragment	63.68	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Overlap (VC_113/VC_114)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__30066bp__000300||full	seasonal	68	71	29679	No	NA	33	18	0	Medium-quality	Genome-fragment	73.13	AAI-based (high-confidence)	0	1	ND	spring	Roseobacter phage CRP-5	MK613347	Outlier	n.a.	N5	27	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Zobellviridae	O	O
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32504bp__000238||full	seasonal	68	71	32461	No	NA	56	10	0	Complete	High-quality	100	DTR (high-confidence)	0	1.01	Bacteroides	spring	n.a.	n.a.	Clustered	VC_456_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__36181bp__000170||full	seasonal	68	71	36181	No	NA	51	18	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	ND	spring	Pseudoalteromonas virus vB_PspP-H6/1	KX257490	Clustered	VC_171_0	N10	9	Pseudoalteromonas	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__37776bp__000152||full	seasonal	68	71	37774	No	NA	58	24	0	Medium-quality	Genome-fragment	70.73	AAI-based (high-confidence)	0	1	ND	spring		MZ892993	Clustered	VC_163_0	N20	22		other						n.a.	n.a.	O	O
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__38822bp__000144||full	seasonal	12	71	38819	No	NA	68	6	0	Medium-quality	Genome-fragment	63.2	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__60482bp__000034||full	seasonal	68	71	60478	No	NA	86	25	3	High-quality	High-quality	93.1	AAI-based (high-confidence)	0	1	Anaerobacillus	spring	n.a.	n.a.	Clustered	VC_12_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__61413bp__000030||full	seasonal	68	71	61286	No	NA	56	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.02	Escherichia	spring	n.a.	n.a.	Clustered	VC_328_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__80721bp__000015||full	seasonal	68	71	80717	No	NA	110	9	0	Medium-quality	Genome-fragment	86.76	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_263_1	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__93120bp__000010||full	seasonal	68	71	93118	No	NA	83	13	4	High-quality	High-quality	99.24	AAI-based (high-confidence)	0	1	Prevotella	spring	crAssphage cr118_1	MT774379	Overlap (VC_248/VC_249)	n.a.	N13	9	Unspecified	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__12673bp__002359||full	seasonal	74	72	12673	No	NA	11	0	0	Medium-quality	Genome-fragment	52.15	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__18350bp__001104||full	seasonal	74	72	18319	No	NA	27	14	0	Medium-quality	Genome-fragment	56.77	AAI-based (high-confidence)	0	1	ND	summer	Pelagibacter phage HTVC026P	MN698240	Clustered	VC_190_0	C5	59	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__23032bp__000681||full	seasonal	74	72	22925	No	NA	38	11	0	Medium-quality	Genome-fragment	69.87	AAI-based (high-confidence)	0	1	Paracoccus	summer	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C46	4	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__28314bp__000439||full	seasonal	74	72	28314	No	NA	36	8	1	Medium-quality	Genome-fragment	55.06	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Pelagibacter phage HTVC115P	MN698247	Clustered	VC_194_0	N40	9	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__28618bp__000427||full	seasonal	74	72	28615	No	NA	55	17	0	Medium-quality	Genome-fragment	74.92	AAI-based (high-confidence)	0	1	Agrobacterium	summer	Pelagibacter phage HTVC106P	MN698244	Clustered	VC_61_0	C2	108	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__30920bp__000351||full	seasonal	74	72	30890	No	NA	55	16	0	Medium-quality	Genome-fragment	56.19	AAI-based (high-confidence)	0	1	ND	summer	Puniceispirillum phage HMO-2011	GU557055	Clustered	VC_154_0	C9	51	Puniceispirillum	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__52483bp__000089||full	seasonal	74	72	52483	No	NA	79	10	2	High-quality	High-quality	94.4	AAI-based (medium-confidence)	0	1.01	Vibrio	summer		MW202657	Outlier	n.a.	N2	7		other						n.a.	n.a.	O	O
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__58351bp__000066||full	seasonal	74	72	58200	No	NA	83	32	0	High-quality	High-quality	98.22	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Pelagibacter phage HTVC027P	MN698241	Clustered	VC_105_3	C1	208	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__58960bp__000061||full	seasonal	74	72	58833	No	NA	86	15	0	High-quality	High-quality	97.06	AAI-based (high-confidence)	0	1.01	Bacteroides	summer		MW202828	Clustered	VC_21_0	C19	63		other						n.a.	n.a.		n.a.
72s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__16187bp__001032||full	seasonal	74	72	16185	No	NA	30	5	0	Medium-quality	Genome-fragment	51.52	AAI-based (high-confidence)	0	1	Streptococcus	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__19001bp__000724||full	seasonal	74	72	18998	No	NA	29	10	0	Medium-quality	Genome-fragment	58.22	AAI-based (high-confidence)	0	1.01	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__20794bp__000594||full	seasonal	67	72	20637	No	NA	25	12	0	Medium-quality	Genome-fragment	57.33	AAI-based (high-confidence)	0	1	ND	summer	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C5	50	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
72s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__32791bp__000215||full	seasonal	74	72	32789	No	NA	47	24	0	Medium-quality	Genome-fragment	60.42	AAI-based (high-confidence)	0	1	ND	summer		MZ892991	Clustered	VC_103_0	C7	37		other						n.a.	n.a.		n.a.
72s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__45375bp__000095||full	seasonal	74	72	45333	No	NA	62	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.28	Candidatus Pelagibacter	summer		OQ414635	Overlap (VC_55/VC_65)	n.a.	C3	46		other						n.a.	n.a.		O
72s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__28659bp__000254||full	seasonal	74	72	28656	No	NA	37	11	0	Medium-quality	Genome-fragment	54.05	AAI-based (high-confidence)	0	1	ND	summer		MZ892993	Clustered	VC_163_0	N23	6		other						n.a.	n.a.	O	O
72s	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__39508bp__000205||full	seasonal	74	72	39506	No	NA	42	18	0	High-quality	High-quality	97.39	AAI-based (high-confidence)	0	1	ND	summer		AP013544	Clustered	VC_90_0	C1	133		other						n.a.	n.a.		n.a.
72s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__25337bp__000438||full	seasonal	74	72	25333	No	NA	26	11	0	Medium-quality	Genome-fragment	76.86	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Clustered	VC_64_0	N48	11		other						n.a.	n.a.	O	O
72s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__26656bp__000394||full	seasonal	74	72	26654	No	NA	49	21	0	Medium-quality	Genome-fragment	75.77	AAI-based (high-confidence)	0	1	ND	summer	Puniceispirillum phage HMO-2011	GU557055	Outlier	n.a.	N13	8	Puniceispirillum	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
72s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__34202bp__000205||full	seasonal	76	72	34201	No	NA	52	9	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.01	ND	summer	n.a.	n.a.	Clustered	VC_188_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__45070bp__000095||full	seasonal	74	72	44936	No	NA	62	26	0	Medium-quality	Genome-fragment	81.53	AAI-based (high-confidence)	0	1	Pseudomonas	summer		MZ892991	Clustered	VC_103_0	C6	22		other						n.a.	n.a.		n.a.
72s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__86464bp__000012||full	seasonal	76	72	86464	No	NA	92	9	1	Medium-quality	Genome-fragment	81.23	AAI-based (high-confidence)	0	1	Thauera	summer	n.a.	n.a.	Clustered	VC_262_1	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__18363bp__000868||full	seasonal	74	72	18361	No	NA	15	7	0	Medium-quality	Genome-fragment	55.35	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Clustered	VC_64_0	N46	10		other						n.a.	n.a.	O	O
72s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__32595bp__000216||full	seasonal	74	72	32576	No	NA	30	12	0	Medium-quality	Genome-fragment	56.41	AAI-based (high-confidence)	0	1.02	Methanococcus	summer	n.a.	n.a.	Clustered	VC_136_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__16566bp__001381||full	seasonal	79	73	16455	No	NA	21	5	0	Medium-quality	Genome-fragment	50.63	AAI-based (high-confidence)	0	1	ND	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_47_0	N104	6	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
73s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__154656bp__000001||full	seasonal	79	73	154618	No	NA	196	77	6	High-quality	High-quality	91.14	AAI-based (medium-confidence)	0	1	Candidatus Pelagibacter	summer	Sinorhizobium phage phiM19	KR052481	Overlap (VC_251/VC_255)	n.a.	C7	84	Sinorhizobium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
73s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__32577bp__000178||full	seasonal	79	73	32533	No	NA	37	12	0	Medium-quality	Genome-fragment	59.29	AAI-based (high-confidence)	0	1	ND	summer		MZ892990	Clustered	VC_154_0	C1	78		other						n.a.	n.a.		n.a.
73s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__40912bp__000110||full	seasonal	79	73	40909	No	NA	47	9	0	Medium-quality	Genome-fragment	73.06	AAI-based (high-confidence)	0	1	Methylocaldum	summer	n.a.	n.a.	Clustered	VC_165_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__44309bp__000087||full	seasonal	79	73	44307	No	NA	64	26	1	High-quality	High-quality	91.72	AAI-based (medium-confidence)	0	1	ND	summer		MW202897	Clustered	VC_200_0	N13	9		other						n.a.	n.a.	O	O
73s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__38594bp__000119||full	seasonal	63	73	38592	No	NA	39	9	1	Medium-quality	Genome-fragment	61.39	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__14594bp__001557||full	seasonal	79	73	14476	No	NA	18	3	0	Medium-quality	Genome-fragment	60.09	AAI-based (medium-confidence)	0	1.01	Pseudomonas	summer	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__19913bp__000808||full	seasonal	49	73	19762	No	NA	28	8	0	Medium-quality	Genome-fragment	60.88	AAI-based (high-confidence)	0	1	Bacteroides	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_47_0	N119	5	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__23588bp__000556||full	seasonal	49	73	23587	No	NA	46	13	0	Medium-quality	Genome-fragment	74.25	AAI-based (high-confidence)	0	1	Bacteroides	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_47_0	N91	4	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__26802bp__000413||full	seasonal	79	73	26801	No	NA	40	12	1	Medium-quality	Genome-fragment	76.82	AAI-based (high-confidence)	0	1	Caulobacter	summer		MW805364	Clustered	VC_32_0	C19	15		other						n.a.	n.a.		n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__31730bp__000283||full	seasonal	63	73	31702	No	NA	39	16	1	Medium-quality	Genome-fragment	87.19	AAI-based (high-confidence)	0	1	Caulobacter	summer		MW805364	Clustered	VC_32_0	C13	22		other						n.a.	n.a.		n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__33116bp__000252||full	seasonal	79	73	33112	No	NA	32	8	0	Medium-quality	Genome-fragment	55.73	AAI-based (medium-confidence)	0	1	Fusobacterium	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__35465bp__000207||full	seasonal	79	73	35338	No	NA	50	16	1	High-quality	High-quality	92.82	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__38375bp__000161||full	seasonal	49	73	38372	No	NA	47	18	0	Medium-quality	Genome-fragment	71.13	AAI-based (high-confidence)	0	1	ND	summer		MZ892992	Clustered	VC_158_0	C2	99		other						n.a.	n.a.		n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__46853bp__000100||full	seasonal	49	73	46851	No	NA	48	18	1	Medium-quality	Genome-fragment	72.46	AAI-based (high-confidence)	0	1	Anaerobacillus	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__93378bp__000013||full	seasonal	49	73	93375	No	NA	97	48	3	Medium-quality	Genome-fragment	52.71	AAI-based (medium-confidence)	0	1	Fusobacterium	summer	Methylophilales phage Melnitz EXVC044M	MZ577097	Clustered/Singleton	VC_250_16	C4	60	Methylophilales	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
73s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__16870bp__000984||full	seasonal	49	73	16869	No	NA	27	5	0	Medium-quality	Genome-fragment	54.23	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33116bp__000204||full	seasonal	79	73	33099	No	NA	53	13	0	Medium-quality	Genome-fragment	54.77	AAI-based (medium-confidence)	0	1	Fusobacterium	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__52123bp__000057||full	seasonal	63	73	52121	Yes	46925	38	5	3	Medium-quality	Genome-fragment	56.58	AAI-based (high-confidence)	9.97	1	Prevotella	summer	n.a.	n.a.	Clustered	VC_182_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__18188bp__000513||full	seasonal	49	73	18071	No	NA	32	14	0	Medium-quality	Genome-fragment	53.54	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__21139bp__000380||full	seasonal	49	73	21135	No	NA	30	13	0	Medium-quality	Genome-fragment	52.02	AAI-based (high-confidence)	0	1	Agrobacterium	summer	Pelagibacter phage Lederberg EXVC029P	MT647605	Clustered	VC_92_0	N12	2	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
73s	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__24285bp__000286||full	seasonal	79	73	23863	No	NA	23	4	0	High-quality	High-quality	98.04	AAI-based (high-confidence)	0	1.01	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73s	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__39368bp__000092||full	seasonal	49	73	39364	No	NA	32	10	0	Medium-quality	Genome-fragment	64.77	AAI-based (high-confidence)	0	1	Flavobacterium	summer		MW202828	Clustered	VC_21_0	C30	38		other						n.a.	n.a.		n.a.
73s	2021-Jun-viral-fraction__viral-spades-short__as-yet-unknown__54310bp__000033||full	seasonal	49	73	54196	No	NA	56	7	2	Medium-quality	Genome-fragment	85.08	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_332_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__16844bp__001331||full	seasonal	73	74	16742	No	NA	25	8	0	Medium-quality	Genome-fragment	51.16	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__29368bp__000398||full	seasonal	73	74	29365	No	NA	57	7	0	Medium-quality	Genome-fragment	74.39	AAI-based (high-confidence)	0	1	Bradyrhizobium	summer	n.a.	n.a.	Clustered	VC_337_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
